Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000188976,NOC2L,3,-4.2771,103,0.74237,30,-1.2713,81,0.95200
ENSG00000187608,ISG15,3,-4.0086,103,1.06512,41,-0.4906,59,0.33014
ENSG00000078808,SDF4,101,0.28399,103,0.31978,37,-1.3884,95,0.44898
ENSG00000131584,ACAP3,77,0.05094,103,0.51534,32,-1.4280,84,0.46763
ENSG00000127054,INTS11,138,0.88933,103,0.39739,30,-1.6439,84,0.16792
ENSG00000107404,DVL1,3,-3.9953,103,1.08197,29,-1.0546,62,0.60481
ENSG00000175756,AURKAIP1,3,-6.0157,1052,3.05305,143,-0.7284,141,-1.2459
ENSG00000221978,CCNL2,3,-4.2804,103,0.73782,56,-0.2834,73,0.42097
ENSG00000242485,MRPL20,3,-5.6485,103,-0.7788,185,0.15527,203,0.77183
ENSG00000160075,SSU72,49,-1.6103,103,-0.4880,149,0.11331,159,0.49333
ENSG00000189339,SLC35E2B,3,-4.6280,103,0.33731,40,-1.2420,108,1.21456
ENSG00000078369,GNB1,263,-0.5911,110,-1.8977,324,-0.2938,468,0.87172
ENSG00000187730,GABRD,3,-5.0096,103,-0.0892,26,-2.2701,155,1.94856
ENSG00000067606,PRKCZ,428,1.36488,103,-0.9677,65,-1.7752,210,0.34427
ENSG00000162585,FAAP20,173,1.42002,103,0.51352,64,-0.2701,58,-0.8034
ENSG00000157916,RER1,253,1.55761,103,0.00871,86,-0.3079,83,-0.6717
ENSG00000157870,PRXL2B,3,-4.0969,103,0.95826,27,-1.2339,69,0.77700
ENSG00000158109,TPRG1L,3,-5.8177,103,-0.9579,134,-0.6089,255,1.44312
ENSG00000130764,LRRC47,3,-4.5726,103,0.40019,36,-1.3290,104,1.21567
ENSG00000069424,KCNAB2,70,-1.1489,103,-0.5645,17,-3.3366,211,2.01316
ENSG00000116254,CHD5,3,-5.0828,103,-0.1690,32,-2.0536,162,1.91755
ENSG00000116251,RPL22,231,-1.0932,103,-2.2968,1114,1.86373,352,-0.8629
ENSG00000097021,ACOT7,125,-1.6628,996,1.72367,90,-2.2918,401,0.30222
ENSG00000171735,CAMTA1,47,-2.0870,103,-0.9287,159,-0.2916,234,0.99822
ENSG00000116288,PARK7,328,-0.0727,103,-1.8417,414,0.34398,363,0.20457
ENSG00000142599,RERE,3,-4.8131,103,0.12906,71,-0.4998,117,0.90522
ENSG00000074800,ENO1,240,-1.7151,103,-2.9584,815,0.19335,893,0.85632
ENSG00000171603,CLSTN1,127,-2.2911,103,-2.6037,314,-1.0263,816,1.92357
ENSG00000130939,UBE4B,3,-4.1492,103,0.89519,38,-0.7584,69,0.59480
ENSG00000054523,KIF1B,813,1.08265,103,-2.1620,410,-0.0691,421,-0.0429
ENSG00000142657,PGD,3,-4.4211,103,0.57475,46,-0.7581,87,0.80683
ENSG00000241563,CORT,3,-5.2525,103,-0.3538,5,-4.9680,195,2.73856
ENSG00000120948,TARDBP,188,0.76741,103,-0.2152,144,0.36985,100,-0.5305
ENSG00000116649,SRM,3,-4.8763,103,0.05830,70,-0.6005,124,1.00769
ENSG00000198793,MTOR,3,-3.8897,103,1.21245,29,-0.9290,56,0.44810
ENSG00000116661,FBXO2,4,-5.9084,103,-1.2581,551,1.84818,186,-0.7001
ENSG00000132879,FBXO44,3,-5.1352,103,-0.2267,69,-0.9147,157,1.35314
ENSG00000011021,CLCN6,3,-4.4625,103,0.52674,30,-1.5207,97,1.21468
ENSG00000116688,MFN2,3,-5.9693,1055,3.15471,45,-2.4848,162,-0.8272
ENSG00000048707,VPS13D,95,-0.0325,172,0.94645,99,0.03257,85,-0.4578
ENSG00000116731,PRDM2,3,-4.2956,103,0.72135,68,0.03934,70,0.21481
ENSG00000189337,KAZN,3,-4.2018,103,0.83251,32,-1.1035,75,0.81070
ENSG00000142634,EFHD2,3,-4.8578,103,0.07949,24,-2.2726,138,1.82808
ENSG00000116786,PLEKHM2,3,-4.2312,103,0.79748,41,-0.7500,74,0.65707
ENSG00000065526,SPEN,3,-4.1016,103,0.95195,108,1.22956,43,-0.8915
ENSG00000159363,ATP13A2,3,-5.5838,103,-0.7097,27,-2.8536,244,2.59529
ENSG00000117118,SDHB,342,0.85588,1095,3.37828,33,-2.8822,89,-2.0661
ENSG00000117115,PADI2,3,-4.5239,103,0.45554,208,2.18456,43,-1.5999
ENSG00000117154,IGSF21,97,-0.0179,103,0.08316,24,-2.2226,121,0.96154
ENSG00000053371,AKR7A2,3,-4.0024,103,1.07308,78,0.68612,47,-0.4880
ENSG00000077549,CAPZB,30,-2.8480,103,-1.0462,244,0.34737,233,0.58584
ENSG00000173436,MICOS10,190,-0.3684,103,-1.3054,262,0.15965,264,0.36834
ENSG00000158747,NBL1,49,-1.6425,103,-0.5344,65,-1.3250,194,1.44823
ENSG00000162545,CAMK2N1,1008,0.43503,103,-3.0322,332,-1.4046,990,1.15599
ENSG00000158828,PINK1,419,0.16964,103,-1.9812,248,-0.7220,459,0.84942
ENSG00000127483,HP1BP3,254,0.29076,103,-1.1204,271,0.45514,204,-0.1401
ENSG00000075151,EIF4G3,30,-2.2559,103,-0.3917,144,0.15703,150,0.51048
ENSG00000076864,RAP1GAP,173,-0.2644,103,-1.0607,31,-2.9991,284,1.74845
ENSG00000090686,USP48,161,1.10651,103,0.34397,97,0.28259,62,-0.8735
