Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000188976,NOC2L,3,-4.2771,103,0.74237,22,-1.6526,39,-0.8070,91,0.53287,125,1.07996,39,-0.8224,118,0.97913,50,-0.4217,65,-0.0060
ENSG00000187608,ISG15,3,-4.0086,103,1.06512,68,0.35499,14,-2.0223,129,1.47154,72,0.45652,35,-0.7011,25,-1.1929,77,0.56912,18,-1.6682
ENSG00000078808,SDF4,101,0.28399,103,0.31978,72,-0.2603,1,-5.6050,92,0.13526,103,0.31916,57,-0.6257,105,0.34906,40,-1.1486,171,1.19226
ENSG00000131584,ACAP3,77,0.05094,103,0.51534,52,-0.5618,11,-2.8666,1,-6.1282,60,-0.3546,69,-0.1272,177,1.46465,54,-0.5252,146,1.11962
ENSG00000127054,INTS11,138,0.88933,103,0.39739,52,-0.6768,7,-3.5994,104,0.41785,170,1.26257,63,-0.3855,63,-0.3825,48,-0.7874,57,-0.5518
ENSG00000107404,DVL1,3,-3.9953,103,1.08197,50,-0.1122,7,-2.9460,77,0.58295,52,-0.0395,58,0.12047,39,-0.5093,72,0.46218,77,0.57554
ENSG00000175756,AURKAIP1,3,-6.0157,1052,3.05305,132,-0.7881,154,-0.5474,147,-0.6204,109,-1.0835,215,-0.0289,130,-0.8174,144,-0.6512,102,-1.1844
ENSG00000221978,CCNL2,3,-4.2804,103,0.73782,50,-0.4201,62,-0.1033,81,0.33941,73,0.17313,33,-1.0555,107,0.79927,69,0.07838,76,0.22905
ENSG00000242485,MRPL20,3,-5.6485,103,-0.7788,258,0.69207,111,-0.6626,232,0.51345,248,0.62443,253,0.66014,142,-0.2849,134,-0.3735,211,0.35114
ENSG00000160075,SSU72,49,-1.6103,103,-0.4880,165,0.25828,134,-0.0726,217,0.71974,179,0.39360,169,0.29743,138,-0.0272,86,-0.7672,164,0.25156
ENSG00000189339,SLC35E2B,3,-4.6280,103,0.33731,57,-0.5878,22,-2.0150,122,0.61883,141,0.86374,99,0.27442,117,0.55321,97,0.23300,74,-0.1903
ENSG00000078369,GNB1,263,-0.5911,110,-1.8977,276,-0.5125,372,-0.0465,567,0.64594,479,0.36409,436,0.20934,516,0.48711,319,-0.2903,489,0.39985
ENSG00000187730,GABRD,3,-5.0096,103,-0.0892,33,-1.8220,20,-2.5354,2,-5.4486,141,0.41719,259,1.48769,245,1.38044,48,-1.2736,235,1.30245
ENSG00000067606,PRKCZ,428,1.36488,103,-0.9677,48,-2.1164,82,-1.3033,189,-0.0213,240,0.36093,241,0.37042,291,0.68733,112,-0.8419,185,-0.0587
ENSG00000162585,FAAP20,173,1.42002,103,0.51352,67,-0.1695,61,-0.3186,73,-0.0438,75,-0.0002,28,-1.4844,27,-1.5639,41,-0.9307,102,0.49554
ENSG00000157916,RER1,253,1.55761,103,0.00871,129,0.37148,43,-1.3293,140,0.51366,59,-0.8498,138,0.49171,49,-1.1232,43,-1.3307,65,-0.6997
ENSG00000157870,PRXL2B,3,-4.0969,103,0.95826,46,-0.3668,9,-2.7051,118,1.20199,125,1.30874,44,-0.4100,80,0.53239,30,-1.0130,19,-1.7170
ENSG00000158109,TPRG1L,3,-5.8177,103,-0.9579,111,-0.8426,157,-0.3054,246,0.41627,477,1.58309,224,0.25750,318,0.84936,85,-1.2413,182,-0.0773
ENSG00000130764,LRRC47,3,-4.5726,103,0.40019,38,-1.1411,34,-1.3224,167,1.23042,65,-0.3306,111,0.52313,113,0.55513,69,-0.2517,101,0.37059
ENSG00000069424,KCNAB2,70,-1.1489,103,-0.5645,20,-2.9598,14,-3.4492,135,-0.1379,243,0.82817,288,1.12332,303,1.21802,106,-0.5206,191,0.42256
ENSG00000116254,CHD5,3,-5.0828,103,-0.1690,29,-2.0852,35,-1.7828,171,0.66199,167,0.61702,265,1.43281,227,1.14679,105,-0.1344,39,-1.6254
ENSG00000116251,RPL22,231,-1.0932,103,-2.2968,733,0.74361,1494,2.07944,202,-1.2954,251,-0.9688,506,0.12815,253,-0.9578,467,0.00079,432,-0.1241
ENSG00000097021,ACOT7,125,-1.6628,996,1.72367,80,-2.3251,99,-2.0080,683,1.02113,442,0.28412,356,-0.0629,484,0.43313,174,-1.1696,268,-0.5131
ENSG00000171735,CAMTA1,47,-2.0870,103,-0.9287,152,-0.3263,165,-0.2000,269,0.59781,201,0.11943,117,-0.7330,203,0.13095,210,0.18419,403,1.30066
ENSG00000116288,PARK7,328,-0.0727,103,-1.8417,443,0.41532,384,0.18031,395,0.22359,429,0.36229,540,0.74679,236,-0.5920,182,-0.9913,395,0.22515
ENSG00000142599,RERE,3,-4.8131,103,0.12906,72,-0.4307,70,-0.4737,113,0.27723,139,0.61816,127,0.46785,107,0.19531,107,0.19686,108,0.21275
ENSG00000074800,ENO1,240,-1.7151,103,-2.9584,1230,0.85813,401,-0.9422,805,0.15069,1070,0.62004,1077,0.63188,1039,0.57010,505,-0.5868,864,0.26563
ENSG00000171603,CLSTN1,127,-2.2911,103,-2.6037,443,-0.4145,186,-1.7317,753,0.43695,1161,1.18342,979,0.88296,1269,1.34733,307,-0.9782,428,-0.4664
ENSG00000130939,UBE4B,3,-4.1492,103,0.89519,28,-1.1559,49,-0.3290,128,1.28165,86,0.59234,33,-0.9081,84,0.55290,41,-0.5756,43,-0.5147
ENSG00000054523,KIF1B,813,1.08265,103,-2.1620,456,0.10926,364,-0.2505,333,-0.3916,455,0.10473,562,0.45013,467,0.14755,343,-0.3435,367,-0.2374
