Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000077549,CAPZB,831,1.93057,235,-0.2698,246,-0.3474,182,-0.6673,157,-0.9782
ENSG00000173436,MICOS10,80,-1.5953,188,-0.3021,269,0.54344,288,0.38519,184,-0.3702
ENSG00000158747,NBL1,80,-1.3275,141,-0.4627,242,0.81116,240,0.38006,113,-0.8786
ENSG00000162545,CAMK2N1,80,-3.3624,154,-2.4117,1056,1.22199,969,0.40841,529,-0.6141
ENSG00000090432,MUL1,80,1.36108,43,0.27692,33,-0.2282,25,-0.5356,23,-0.7735
ENSG00000158828,PINK1,731,0.98197,165,-1.3936,454,0.33776,297,-0.4925,300,-0.5252
ENSG00000244038,DDOST,80,0.97409,78,0.93053,42,-0.1533,19,-1.3225,29,-0.7415
ENSG00000189410,SH2D5,80,1.14406,14,-1.6431,35,-0.4079,24,-0.7906,56,0.62581
ENSG00000127483,HP1BP3,80,-1.2591,247,0.50558,191,0.15138,167,-0.1297,182,0.00887
ENSG00000075151,EIF4G3,80,-0.6734,110,-0.1806,149,0.60423,91,-0.4754,104,-0.3041
ENSG00000076864,RAP1GAP,80,-1.7356,68,-1.9743,317,0.80228,102,-1.3807,329,0.51890
ENSG00000090686,USP48,80,0.50517,60,0.04761,52,-0.3149,36,-0.7430,74,0.43709
ENSG00000070831,CDC42,80,-1.7463,255,0.02702,324,0.86493,205,-0.3203,174,-0.6311
ENSG00000173372,C1QA,80,1.46299,139,2.61760,7,-2.9472,12,-1.5820,36,0.08427
ENSG00000173369,C1QB,80,0.72462,222,2.75199,9,-3.2664,33,-0.7083,67,0.48335
ENSG00000004487,KDM1A,80,0.68649,56,0.10241,51,-0.0835,51,-0.0396,42,-0.4068
ENSG00000169641,LUZP1,80,1.04034,22,-1.0482,48,0.34664,31,-0.5221,28,-0.7247
ENSG00000125944,HNRNPR,80,-0.6271,145,0.31377,131,0.27936,87,-0.5001,114,-0.0877
ENSG00000117318,ID3,80,0.54730,344,3.73916,8,-3.7149,18,-1.7424,46,-0.3920
ENSG00000142676,RPL11,572,0.31604,794,0.86903,324,-0.9311,406,-0.2350,658,0.63379
ENSG00000057757,PITHD1,80,-1.4821,129,-0.7595,290,1.14055,159,-0.4415,143,-0.6603
ENSG00000011009,LYPLA2,80,0.42113,98,0.76557,63,0.05459,34,-0.9141,45,-0.5428
ENSG00000189266,PNRC2,80,0.14369,101,0.51485,71,-0.0764,72,-0.0227,62,-0.3048
ENSG00000188529,SRSF10,80,0.22952,114,0.81473,62,-0.3228,75,0.13107,58,-0.3031
ENSG00000001461,NIPAL3,80,0.02139,23,-1.8454,83,0.15502,18,-2.2200,126,0.90281
ENSG00000133226,SRRM1,80,0.67446,80,0.66734,46,-0.3976,40,-0.4228,51,-0.0796
ENSG00000169504,CLIC4,80,0.56112,140,1.55021,16,-2.5590,22,-1.4414,122,1.58909
ENSG00000117614,SYF2,80,0.42766,132,1.28837,43,-0.8895,90,0.62589,49,-0.3966
ENSG00000117616,RSRP1,80,-0.2399,200,1.28991,80,-0.4007,83,-0.1760,84,-0.1893
ENSG00000183726,TMEM50A,80,0.15068,110,0.67612,57,-0.6379,73,0.01032,90,0.39628
ENSG00000204178,MACO1,80,1.45991,25,-0.4819,32,-0.1427,17,-1.0152,28,-0.3412
ENSG00000117643,MAN1C1,80,1.08569,80,1.07527,42,-0.0160,20,-1.1119,15,-1.6591
ENSG00000162430,SELENON,80,0.92471,119,1.65355,29,-1.0802,45,-0.0158,33,-0.5402
ENSG00000117640,MTFR1L,80,-0.0941,136,0.77171,86,0.03606,66,-0.4073,69,-0.3633
ENSG00000117632,STMN1,80,-3.6885,460,-1.1156,1435,1.66485,689,-0.4964,516,-1.0247
ENSG00000158008,EXTL1,80,1.21893,11,-1.9269,45,0.49438,37,-0.0581,16,-1.4311
ENSG00000142684,ZNF593,80,1.33277,30,-0.3035,36,-0.0502,23,-0.7231,26,-0.5670
ENSG00000142669,SH3BGRL3,80,-1.9674,396,0.49809,340,0.48352,286,-0.0289,227,-0.4410
ENSG00000158062,UBXN11,80,1.20264,152,2.49181,22,-1.3518,9,-2.1061,20,-1.0902
ENSG00000117682,DHDDS,80,1.61966,30,-0.0383,30,-0.1017,13,-1.3317,19,-0.8315
ENSG00000198830,HMGN2,80,-1.2221,600,2.20128,130,-0.7761,167,-0.0956,136,-0.4630
ENSG00000117713,ARID1A,80,0.17257,115,0.77440,76,0.17956,36,-1.0770,53,-0.5264
ENSG00000204160,ZDHHC18,80,1.39673,12,-1.6607,38,0.23974,8,-2.2249,31,-0.2365
ENSG00000090273,NUDC,80,-0.9689,400,1.71262,132,-0.3409,136,-0.1571,110,-0.5306
ENSG00000253368,TRNP1,80,0.48624,7,-3.0574,79,0.99599,32,-0.9334,39,-0.7282
ENSG00000090020,SLC9A1,80,1.48908,16,-1.0970,38,0.41111,11,-1.6383,18,-1.0512
ENSG00000142784,WDTC1,80,0.95719,72,0.78225,37,-0.4779,42,-0.1228,34,-0.4844
ENSG00000186501,TMEM222,80,0.05072,82,0.09344,81,0.10611,78,0.00726,67,-0.2674
ENSG00000158195,WASF2,80,1.34577,114,2.03743,18,-1.5915,37,0.02798,21,-0.9350
ENSG00000126705,AHDC1,80,0.93414,61,0.45937,43,-0.1499,35,-0.4102,32,-0.6052
ENSG00000117758,STX12,80,-0.5482,107,-0.0975,134,0.50925,101,-0.1848,90,-0.4039
ENSG00000117751,PPP1R8,80,1.23944,49,0.38068,27,-0.8327,60,0.72380,29,-0.4891
ENSG00000117748,RPA2,80,0.55000,72,0.37316,54,-0.1365,66,0.23765,40,-0.5940
ENSG00000126698,DNAJC8,854,2.96239,160,-0.2189,113,-1.1619,66,-1.5628,95,-1.1125
ENSG00000130770,ATP5IF1,80,-2.2740,239,-0.6366,489,1.09925,251,-0.5597,285,-0.4033
ENSG00000198492,YTHDF2,80,0.23846,46,-0.6179,80,0.45565,73,0.07839,46,-0.7009
ENSG00000116350,SRSF4,80,0.51394,93,0.75887,50,-0.4136,69,0.26695,46,-0.4131
ENSG00000116353,MECR,874,4.90346,13,-3.1747,34,-2.4861,26,-2.2066,25,-2.4386
ENSG00000162511,LAPTM5,80,1.34769,111,1.97787,12,-2.2186,26,-0.5039,41,0.22079
ENSG00000162512,SDC3,80,-1.1386,168,0.00338,177,0.16113,226,0.48825,158,-0.1012
ENSG00000134644,PUM1,80,-1.1949,155,-0.1816,219,0.77059,194,0.17925,106,-0.8434
ENSG00000121766,ZCCHC17,840,3.05389,31,-2.6031,119,-0.9560,124,-0.5330,79,-1.3258
ENSG00000121769,FABP3,80,-0.2260,9,-3.4081,136,1.46109,54,-0.8236,51,-1.0124
ENSG00000162517,PEF1,80,0.12307,69,-0.1243,84,0.38782,61,-0.3044,56,-0.5002
ENSG00000084636,COL16A1,80,0.37180,266,2.67526,35,-1.3909,52,-0.3306,32,-1.1388
ENSG00000121753,ADGRB2,80,-1.7450,122,-1.1138,337,1.02971,268,0.10439,177,-0.6051
ENSG00000184007,PTP4A2,80,-0.9667,127,-0.2519,149,-0.0029,122,-0.3246,209,0.63659
ENSG00000121774,KHDRBS1,80,-0.8432,233,0.86843,134,-0.0830,169,0.33357,113,-0.3434
ENSG00000025800,KPNA6,80,0.84562,38,-0.3691,51,0.20381,38,-0.3544,33,-0.6293
ENSG00000084652,TXLNA,80,0.87119,98,1.23222,37,-0.6564,19,-1.4222,46,-0.0353
ENSG00000084623,EIF3I,80,-0.5711,115,-0.0004,135,0.49151,102,-0.2012,91,-0.4142
ENSG00000175130,MARCKSL1,80,-1.0439,132,-0.2814,135,-0.4129,177,0.18650,255,0.93850
ENSG00000160058,BSDC1,80,0.58551,51,-0.1345,55,-0.0515,46,-0.3153,54,-0.0719
ENSG00000176261,ZBTB8OS,80,1.36322,42,0.27093,31,-0.4036,34,-0.0643,24,-0.7054
ENSG00000162521,RBBP4,80,-0.1761,168,1.05210,81,-0.2796,65,-0.5096,89,-0.0078
ENSG00000134684,YARS1,80,-0.5463,65,-0.8610,140,0.68502,56,-1.0941,117,0.05048
ENSG00000116497,S100PBP,80,1.40788,40,0.21302,26,-0.7177,32,-0.1483,33,-0.1016
ENSG00000121905,HPCA,80,-1.7506,58,-2.2382,168,-0.9994,183,-0.5036,679,2.22513
ENSG00000121900,TMEM54,80,1.19816,98,1.57112,28,-0.8298,36,-0.1556,19,-1.2038
ENSG00000004455,AK2,80,1.52248,73,1.33776,14,-1.8769,30,-0.1603,39,0.29192
ENSG00000142920,AZIN2,80,1.35244,18,-1.0911,39,0.21509,18,-1.0281,25,-0.6123
ENSG00000134686,PHC2,80,0.36132,72,0.17690,63,-0.0559,62,-0.0626,57,-0.2166
ENSG00000163866,SMIM12,80,0.26511,35,-1.0112,85,0.72841,50,-0.4901,45,-0.7040
ENSG00000116544,DLGAP3,80,1.01885,8,-2.4715,40,-0.2366,47,0.11580,50,0.25713
ENSG00000116560,SFPQ,816,2.27071,234,0.00412,168,-0.8305,136,-0.8428,154,-0.7115
ENSG00000146463,ZMYM4,80,0.71083,72,0.53010,50,-0.1205,28,-0.9740,45,-0.2350
ENSG00000142687,KIAA0319L,80,0.36875,42,-0.6377,72,0.38913,68,0.10437,43,-0.6902
ENSG00000020129,NCDN,80,-3.1328,203,-1.7661,729,0.37967,258,-1.4094,1129,1.10878
ENSG00000126067,PSMB2,80,-0.6893,136,0.13993,151,0.61193,85,-0.6014,96,-0.4604
ENSG00000142686,C1orf216,80,-0.1619,17,-2.4505,120,1.06358,63,-0.5267,63,-0.5981
ENSG00000092847,AGO1,80,1.11399,43,0.07750,31,-0.6857,44,0.10898,43,0.09574
ENSG00000126070,AGO3,80,1.49315,54,0.78638,25,-0.6875,31,-0.1371,21,-0.7930
ENSG00000054116,TRAPPC3,80,0.48114,61,0.03131,61,0.05178,41,-0.5741,55,-0.1360
ENSG00000116871,MAP7D1,80,-1.3222,117,-0.7448,225,0.55624,181,-0.0739,193,0.04095
ENSG00000054118,THRAP3,80,0.18703,177,1.56185,58,-0.5462,55,-0.3945,56,-0.4323
ENSG00000181817,LSM10,80,1.11059,19,-1.1495,40,-0.0891,34,-0.3072,39,-0.0746
ENSG00000116898,MRPS15,80,0.66211,59,0.14467,51,-0.1089,42,-0.3770,48,-0.1766
ENSG00000163873,GRIK3,80,0.84292,23,-1.1075,69,1.32610,5,-3.2660,14,-2.0086
ENSG00000163875,MEAF6,825,2.47000,171,-0.3729,161,-0.7440,152,-0.5556,103,-1.2383
ENSG00000163879,DNALI1,80,0.77388,369,4.61971,6,-3.9454,6,-3.0260,8,-2.8321
ENSG00000185090,MANEAL,80,1.01959,18,-1.3652,54,0.74758,13,-1.8440,25,-0.9010
ENSG00000197982,C1orf122,80,-1.1493,130,-0.4158,188,0.33267,158,-0.1081,189,0.21213
ENSG00000183431,SF3A3,80,0.83496,68,0.55245,46,-0.1286,37,-0.4064,33,-0.6261
ENSG00000185668,POU3F1,80,1.25884,12,-1.7001,46,0.58402,9,-2.2070,25,-0.6977
ENSG00000116954,RRAGC,80,0.50751,45,-0.3981,67,0.40558,28,-1.1162,49,-0.3158
ENSG00000174574,AKIRIN1,80,-0.3894,130,0.37924,110,0.20940,127,0.34826,69,-0.6748
ENSG00000168653,NDUFS5,80,-2.5908,256,-0.8599,551,0.69924,574,0.41316,392,-0.2224
ENSG00000127603,MACF1,80,-1.3658,304,0.73372,165,-0.4373,303,0.72695,217,0.19571
ENSG00000090621,PABPC4,80,0.67284,68,0.38767,50,-0.1877,31,-0.8396,52,-0.0305
ENSG00000116983,HPCAL4,80,-2.0308,140,-1.1992,405,0.99522,419,0.52389,188,-0.8246
ENSG00000084072,PPIE,80,1.32938,58,0.77099,32,-0.3311,21,-0.8778,22,-0.8410
ENSG00000131236,CAP1,80,-0.8985,92,-0.6805,151,0.16699,124,-0.2252,188,0.51500
ENSG00000131238,PPT1,80,-1.0894,205,0.38420,179,0.30168,159,-0.0340,141,-0.2496
ENSG00000084073,ZMPSTE24,80,0.69158,62,0.27845,48,-0.2391,66,0.35991,38,-0.5524
ENSG00000084070,SMAP2,80,-0.5398,52,-1.2058,138,0.63160,140,0.34924,85,-0.4876
ENSG00000117016,RIMS3,80,0.11515,15,-2.3790,90,0.59322,79,0.09170,61,-0.3452
ENSG00000066136,NFYC,80,0.93120,48,0.06720,47,0.09615,26,-0.8411,33,-0.5501
ENSG00000198815,FOXJ3,80,0.26173,65,-0.0701,76,0.34130,52,-0.4320,52,-0.4824
ENSG00000177181,RIMKLA,80,1.10666,12,-1.7948,50,0.60649,10,-2.1712,30,-0.5224
ENSG00000127125,PPCS,80,0.73786,63,0.34597,51,-0.0161,47,-0.1174,33,-0.7449
ENSG00000065978,YBX1,80,-0.3780,268,1.67960,71,-0.9082,74,-0.5032,122,0.32452
ENSG00000177868,SVBP,80,1.29850,80,1.29083,30,-0.5334,15,-1.3281,22,-0.8658
ENSG00000117394,SLC2A1,80,0.67295,101,1.06437,28,-1.4437,101,1.07661,54,0.02073
ENSG00000186973,CFAP144,80,0.17573,594,5.37090,6,-4.3332,2,-5.1092,6,-3.8836
ENSG00000117395,EBNA1BP2,80,0.00372,116,0.60796,89,0.31769,44,-0.9092,58,-0.5685
ENSG00000066322,ELOVL1,806,4.59556,29,-1.9994,17,-3.5318,16,-2.8341,82,-0.5102
ENSG00000142949,PTPRF,80,-1.0980,357,1.33358,167,0.06732,163,0.00076,98,-0.8720
ENSG00000126091,ST3GAL3,882,4.15753,22,-2.6684,66,-1.5903,43,-1.7230,24,-2.7344
ENSG00000117408,IPO13,80,0.35602,81,0.37060,48,-0.7288,74,0.23502,83,0.47537
ENSG00000117410,ATP6V0B,80,-2.6928,307,-0.6892,670,1.24029,338,-0.5440,346,-0.5571
ENSG00000117411,B4GALT2,80,0.68006,52,-0.0114,51,-0.1135,51,-0.0632,46,-0.2556
ENSG00000178028,DMAP1,80,0.70335,78,0.65748,50,-0.0937,35,-0.6207,38,-0.5422
ENSG00000117419,ERI3,80,-1.1904,139,-0.3524,218,0.75573,140,-0.3373,143,-0.3431
ENSG00000187147,RNF220,80,-0.3697,77,-0.4320,126,0.71068,56,-0.9095,85,-0.3064
ENSG00000142937,RPS8,80,-2.7620,852,0.88540,420,-0.4654,551,0.15639,709,0.66135
ENSG00000070785,EIF2B3,80,1.61350,19,-0.7791,30,-0.1483,27,-0.2116,19,-0.8259
ENSG00000126088,UROD,80,-0.1816,105,0.25610,100,0.31674,64,-0.5427,75,-0.3071
ENSG00000117450,PRDX1,80,-2.1622,648,1.12119,313,-0.1691,355,0.10436,339,0.03322
ENSG00000117448,AKR1A1,80,0.80021,75,0.69413,47,-0.1350,27,-0.9296,38,-0.4601
ENSG00000132780,NASP,80,1.18974,74,1.05689,26,-0.9983,37,-0.0892,36,-0.1692
ENSG00000159592,GPBP1L1,80,1.12386,49,0.30012,35,-0.4474,21,-1.0359,43,0.09064
ENSG00000086015,MAST2,80,1.11484,32,-0.4011,44,0.16986,32,-0.4067,25,-0.8514
ENSG00000117461,PIK3R3,80,1.42187,6,-2.6653,40,0.41763,35,0.01313,14,-1.5101
ENSG00000085998,POMGNT1,80,0.28342,64,-0.0778,65,-0.1049,50,-0.4719,77,0.25381
ENSG00000132128,LRRC41,80,0.38220,68,0.12548,60,-0.1518,81,0.39366,52,-0.3466
ENSG00000173660,UQCRH,690,0.52676,275,-0.9312,581,0.47284,440,-0.2039,344,-0.6459
ENSG00000117480,FAAH,80,0.67170,21,-1.4266,65,0.62874,23,-1.2505,42,-0.4133
ENSG00000123472,ATPAF1,80,-0.7985,139,0.05831,143,0.19871,160,0.29153,122,-0.1665
ENSG00000159658,EFCAB14,80,-0.1871,171,1.06679,66,-0.7909,116,0.40487,103,0.23852
ENSG00000162368,CMPK1,842,2.81124,99,-1.0240,140,-0.7904,84,-1.2733,95,-1.1741
ENSG00000162374,ELAVL4,80,-1.0648,3,-5.5451,246,1.75405,166,0.06418,57,-1.6926
ENSG00000185104,FAF1,80,1.14216,31,-0.4075,41,0.04783,15,-1.5409,37,-0.1807
ENSG00000123091,RNF11,80,-2.4369,222,-0.9199,571,1.30867,370,-0.1279,240,-0.8782
ENSG00000085832,EPS15,849,2.26187,99,-1.3845,212,-0.3754,139,-0.8697,145,-0.8893
ENSG00000117859,OSBPL9,80,1.37696,55,0.70726,29,-0.5409,30,-0.2423,23,-0.7517
ENSG00000078618,NRDC,80,-0.0954,79,-0.1166,90,0.17051,90,0.08723,76,-0.2096
ENSG00000169213,RAB3B,80,-1.5014,4,-5.6411,332,1.81123,6,-5.1142,190,-0.2015
ENSG00000117862,TXNDC12,80,1.13723,62,0.70243,31,-0.7004,61,0.67625,24,-0.8917
ENSG00000134717,BTF3L4,80,-0.1705,76,-0.2559,107,0.59107,66,-0.4658,67,-0.5075
ENSG00000157077,ZFYVE9,80,1.06415,34,-0.3507,41,-0.0683,27,-0.6970,38,-0.1972
ENSG00000134748,PRPF38A,80,1.31713,80,1.30843,20,-1.4040,58,0.76215,25,-0.6850
ENSG00000134744,TUT4,80,1.01860,70,0.78631,30,-0.8888,45,0.06342,44,0.00677
ENSG00000162378,ZYG11B,80,-1.0086,64,-1.3536,206,1.02105,188,0.32612,87,-0.9606
ENSG00000116171,SCP2,80,-0.7674,303,1.43185,116,-0.3343,150,0.21645,99,-0.4862
ENSG00000162384,CZIB,80,0.38206,90,0.58308,61,-0.1060,40,-0.6984,59,-0.1383
ENSG00000162385,MAGOH,80,1.07958,76,0.98826,35,-0.4478,22,-0.9756,32,-0.4718
ENSG00000157193,LRP8,80,0.44995,13,-2.2653,81,1.01630,64,0.08965,21,-1.7157
ENSG00000081870,IFT25,80,0.92578,61,0.45593,46,0.03295,19,-1.3578,33,-0.5459
ENSG00000116209,TMEM59,80,-1.5306,356,0.81821,224,0.08739,230,0.09088,194,-0.2053
