Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to9,Feature log2 fold change topic 3to9
ENSG00000188976,NOC2L,35,-0.9207,67,0.09173,67,0.38526
ENSG00000188290,HES4,27,-0.8717,73,0.74485,46,-0.1216
ENSG00000187608,ISG15,166,2.23989,51,0.04283,33,-1.7226
ENSG00000078808,SDF4,121,0.69400,63,-0.3686,76,-0.2717
ENSG00000176022,B3GALT6,33,-0.1766,13,-1.5903,40,0.81829
ENSG00000160087,UBE2J2,26,-0.9005,48,0.07240,49,0.39082
ENSG00000131584,ACAP3,38,-1.2215,78,-0.1358,92,0.66118
ENSG00000127054,INTS11,76,0.31285,45,-0.5179,63,0.06364
ENSG00000224051,CPTP,11,-1.5881,19,-0.8428,37,1.28316
ENSG00000107404,DVL1,53,-0.3216,41,-0.6938,69,0.55661
ENSG00000175756,AURKAIP1,109,-0.4476,109,-0.4429,155,0.49906
ENSG00000221978,CCNL2,114,0.86874,30,-1.2728,67,-0.1047
ENSG00000242485,MRPL20,216,0.21748,133,-0.5559,193,0.14570
ENSG00000179403,VWA1,106,2.21815,20,-0.7143,23,-1.4508
ENSG00000205090,TMEM240,17,-1.0976,35,-0.0300,38,0.53977
ENSG00000160075,SSU72,137,-0.2874,133,-0.3407,173,0.35366
ENSG00000228594,FNDC10,1,-4.5336,30,-0.1713,38,1.27989
ENSG00000272106,ENSG00000272106,40,0.25555,25,-0.4911,34,0.09094
ENSG00000197530,MIB2,52,0.77179,33,-0.0136,30,-0.4879
ENSG00000189339,SLC35E2B,76,-0.4172,60,-0.7971,108,0.66480
ENSG00000078369,GNB1,323,-0.4201,357,-0.2582,443,0.37968
ENSG00000187730,GABRD,7,-4.5649,106,-0.6370,187,1.72308
ENSG00000067606,PRKCZ,48,-2.1432,161,-0.3012,220,1.07234
ENSG00000162585,FAAP20,88,0.87421,31,-0.8274,50,-0.2394
ENSG00000157933,SKI,97,1.21700,38,-0.3768,42,-0.6729
ENSG00000157916,RER1,82,0.03669,43,-0.9566,85,0.43814
ENSG00000197921,HES5,10,-2.1731,38,-0.1475,47,0.95600
ENSG00000157870,PRXL2B,73,0.30281,53,-0.2349,60,-0.0609
ENSG00000158109,TPRG1L,112,-1.1059,137,-0.7888,256,1.03516
ENSG00000130764,LRRC47,93,-0.0471,62,-0.6784,101,0.37664
ENSG00000196581,AJAP1,2,-4.2785,50,0.06654,54,1.03797
ENSG00000069424,KCNAB2,26,-3.0796,117,-0.8556,240,1.73224
ENSG00000116254,CHD5,25,-2.6859,49,-1.6689,177,2.24414
ENSG00000116251,RPL22,584,0.79361,340,-0.1118,336,-0.4574
ENSG00000116237,ICMT,69,0.73018,49,0.15989,40,-0.5454
ENSG00000097021,ACOT7,47,-3.0397,246,-0.5701,411,1.48481
ENSG00000162408,NOL9,51,0.39115,34,-0.2342,39,-0.1197
ENSG00000162413,KLHL21,95,1.45782,33,-0.3252,34,-0.8908
ENSG00000007923,DNAJC11,37,-0.1655,34,-0.2965,42,0.25989
ENSG00000171735,CAMTA1,153,-0.0628,187,0.26927,156,-0.1270
ENSG00000049246,PER3,54,0.68169,31,-0.2205,34,-0.3274
ENSG00000116288,PARK7,422,0.31210,288,-0.3049,347,-0.0332
ENSG00000162426,SLC45A1,9,-2.2436,27,-0.5572,45,1.29933
ENSG00000142599,RERE,129,0.25546,68,-0.7630,114,0.20673
ENSG00000074800,ENO1,785,-0.2434,618,-0.6198,974,0.47272
ENSG00000171603,CLSTN1,645,-0.2560,344,-1.2282,831,0.74779
ENSG00000178585,CTNNBIP1,58,0.40946,21,-1.1970,46,0.24657
ENSG00000162441,LZIC,125,2.35692,29,-0.3082,23,-1.7038
ENSG00000130939,UBE4B,46,-0.0544,40,-0.2912,49,0.19160
ENSG00000054523,KIF1B,366,-0.0626,350,-0.1338,386,0.11138
ENSG00000142657,PGD,22,-1.5441,53,-0.2115,68,0.82917
ENSG00000241563,CORT,50,-1.7965,25,-2.8068,197,2.37267
ENSG00000160049,DFFA,48,0.54928,36,0.08128,32,-0.3828
ENSG00000120948,TARDBP,131,0.66392,76,-0.2250,83,-0.3127
ENSG00000116649,SRM,54,-1.4131,65,-1.1137,155,1.37157
ENSG00000171824,EXOSC10,50,0.71126,13,-1.3868,33,0.05668
ENSG00000198793,MTOR,43,-0.2562,40,-0.3641,53,0.34860
ENSG00000116661,FBXO2,247,0.47883,139,-0.4574,183,-0.0787
ENSG00000132879,FBXO44,33,-2.0734,121,-0.0875,142,0.88351
ENSG00000011021,CLCN6,69,-0.0528,59,-0.2876,73,0.18873
ENSG00000116685,KIAA2013,55,0.74117,23,-0.6350,34,-0.2017
ENSG00000083444,PLOD1,101,2.02115,36,0.12489,23,-1.5559
ENSG00000116688,MFN2,39,-1.7709,103,-0.3004,139,0.96756
ENSG00000048707,VPS13D,79,0.27213,62,-0.1188,66,-0.0996
ENSG00000162496,DHRS3,113,2.32389,18,-0.9186,23,-1.5001
ENSG00000116731,PRDM2,38,-0.7731,61,-0.0255,66,0.40453
ENSG00000189337,KAZN,67,0.31677,42,-0.4398,55,0.02623
ENSG00000142634,EFHD2,54,-1.0413,29,-1.9961,125,1.57262
ENSG00000116138,DNAJC16,16,-1.0107,36,0.18128,33,0.35544
ENSG00000116786,PLEKHM2,86,0.19495,75,-0.0287,75,-0.0991
ENSG00000065526,SPEN,68,0.79171,41,-0.0324,38,-0.4931
ENSG00000291072,CROCCP2,41,0.34961,9,-1.9276,35,0.48836
ENSG00000159363,ATP13A2,34,-2.5574,132,-0.5284,214,1.35384
ENSG00000117118,SDHB,68,-0.3856,53,-0.7608,94,0.62802
ENSG00000117115,PADI2,174,3.51241,19,-0.8560,14,-2.7161
ENSG00000117154,IGSF21,24,-2.3268,41,-1.5495,135,2.03287
ENSG00000127463,EMC1,57,0.52211,20,-1.1031,43,0.12878
ENSG00000053372,MRTO4,30,-0.2060,31,-0.1465,35,0.19954
ENSG00000053371,AKR7A2,149,1.56628,27,-1.2531,53,-0.7198
ENSG00000077549,CAPZB,224,0.09985,143,-0.6125,219,0.25003
ENSG00000173436,MICOS10,201,-0.4515,168,-0.7313,291,0.65287
ENSG00000158747,NBL1,122,-0.6413,140,-0.4222,197,0.59015
ENSG00000162545,CAMK2N1,170,-2.5054,363,-1.3777,1054,1.98230
ENSG00000090432,MUL1,31,0.07187,28,-0.0845,30,0.00535
ENSG00000158828,PINK1,149,-1.6038,346,-0.3076,469,0.91950
ENSG00000244038,DDOST,89,1.18256,26,-0.8503,41,-0.4864
ENSG00000189410,SH2D5,5,-3.0452,46,0.19035,46,0.81463
ENSG00000127483,HP1BP3,269,0.76887,168,-0.0176,156,-0.4839
ENSG00000075151,EIF4G3,127,0.01085,69,-0.9501,134,0.45357
ENSG00000076864,RAP1GAP,8,-5.2503,303,0.05626,332,1.09055
ENSG00000090686,USP48,49,-0.3378,61,0.01272,62,0.17477
ENSG00000070831,CDC42,264,0.11399,195,-0.3727,251,0.12862
ENSG00000173369,C1QB,235,4.25600,40,0.14528,8,-4.0576
ENSG00000004487,KDM1A,54,-0.0966,49,-0.2399,59,0.18921
ENSG00000169641,LUZP1,16,-1.4417,30,-0.4974,47,0.99559
ENSG00000125944,HNRNPR,154,0.49225,100,-0.2130,111,-0.1982
ENSG00000142676,RPL11,932,1.20502,548,0.27670,383,-0.9472
ENSG00000057757,PITHD1,133,-0.8020,172,-0.4049,241,0.65971
ENSG00000011009,LYPLA2,94,0.47913,37,-0.9907,72,0.12538
ENSG00000189266,PNRC2,94,0.64010,54,-0.2669,61,-0.2769
ENSG00000188529,SRSF10,118,1.03884,47,-0.4968,59,-0.4854
ENSG00000001461,NIPAL3,103,0.68281,79,0.22918,62,-0.5498
ENSG00000133226,SRRM1,109,1.37518,74,0.67114,37,-1.2873
ENSG00000169504,CLIC4,219,3.46531,53,0.38258,15,-3.1703
ENSG00000117614,SYF2,140,1.17235,52,-0.4678,63,-0.6034
ENSG00000117616,RSRP1,132,0.74974,43,-1.0313,83,-0.0747
ENSG00000183726,TMEM50A,108,0.61891,80,0.11440,69,-0.4464
ENSG00000204178,MACO1,30,0.11739,33,0.26347,27,-0.2214
ENSG00000117643,MAN1C1,66,0.79490,12,-1.7851,41,0.07627
ENSG00000162430,SELENON,117,1.82151,34,-0.3630,33,-1.1923
ENSG00000117640,MTFR1L,73,-0.1613,73,-0.1712,83,0.18856
ENSG00000117632,STMN1,511,-1.2508,385,-1.6787,1337,1.57544
ENSG00000158008,EXTL1,4,-3.2462,15,-1.3493,45,2.16825
ENSG00000142684,ZNF593,56,0.60900,31,-0.3360,37,-0.2241
ENSG00000142669,SH3BGRL3,325,0.00732,165,-1.0590,346,0.49860
ENSG00000158062,UBXN11,99,1.95846,16,-1.1413,27,-1.1047
ENSG00000198830,HMGN2,543,1.94405,136,-0.4886,141,-1.2618
ENSG00000117713,ARID1A,90,0.47779,73,0.11937,64,-0.3564
ENSG00000204160,ZDHHC18,10,-1.6412,40,0.55460,30,0.25064
ENSG00000090273,NUDC,386,1.38588,104,-0.8111,154,-0.6714
ENSG00000253368,TRNP1,3,-4.0265,44,-0.2943,61,1.36075
ENSG00000090020,SLC9A1,19,-0.7250,24,-0.3561,32,0.59278
ENSG00000142784,WDTC1,68,0.71788,24,-0.9226,43,-0.0836
ENSG00000186501,TMEM222,102,0.51705,48,-0.7067,75,-0.0054
ENSG00000126705,AHDC1,40,-0.3527,44,-0.1979,52,0.30886
ENSG00000117758,STX12,79,-0.6910,92,-0.4574,133,0.63605
ENSG00000117751,PPP1R8,33,0.25170,36,0.40627,26,-0.3845
ENSG00000117748,RPA2,49,-0.3911,48,-0.4186,67,0.45439
ENSG00000126698,DNAJC8,165,0.67595,74,-0.6277,107,-0.1547
ENSG00000130770,ATP5IF1,184,-1.5363,295,-0.8187,568,1.24629
ENSG00000198492,YTHDF2,56,-0.2230,71,0.16685,65,0.02035
ENSG00000116350,SRSF4,84,0.90394,33,-0.6163,46,-0.3352
ENSG00000116353,MECR,6,-2.3429,37,0.27425,34,0.63530
ENSG00000162512,SDC3,137,-0.4411,209,0.23442,183,0.08237
