Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000188976,NOC2L,35,-0.9207,67,0.09173,54,-0.2651,74,0.24541,99,0.74338,42,-0.6444,64,0.01444,80,0.38718,56,-0.2098
ENSG00000188290,HES4,27,-0.8717,73,0.74485,84,0.97955,42,-0.1792,31,-0.6455,87,1.05195,37,-0.3746,19,-1.4213,22,-1.1490
ENSG00000187608,ISG15,166,2.23989,51,0.04283,21,-1.2952,39,-0.3788,29,-0.8275,59,0.28249,46,-0.1162,21,-1.3016,13,-2.0616
ENSG00000078808,SDF4,121,0.69400,63,-0.3686,72,-0.1535,129,0.81342,86,0.12246,51,-0.6939,79,-0.0102,43,-0.9464,71,-0.1769
ENSG00000176022,B3GALT6,33,-0.1766,13,-1.5903,49,0.50391,62,0.89784,39,0.10437,59,0.81149,27,-0.4872,11,-1.8652,35,-0.0509
ENSG00000160087,UBE2J2,26,-0.9005,48,0.07240,20,-1.3177,59,0.39890,74,0.77702,55,0.27534,52,0.20551,46,-0.0161,36,-0.3729
ENSG00000131584,ACAP3,38,-1.2215,78,-0.1358,92,0.13922,136,0.80142,157,1.04574,72,-0.2559,38,-1.2293,103,0.31643,47,-0.9217
ENSG00000127054,INTS11,76,0.31285,45,-0.5179,66,0.08624,98,0.74506,87,0.54016,23,-1.5492,48,-0.4051,61,-0.0443,60,-0.0791
ENSG00000224051,CPTP,11,-1.5881,19,-0.8428,35,0.11504,16,-1.0993,29,-0.1607,97,1.98179,42,0.43922,9,-1.8339,32,-0.0064
ENSG00000107404,DVL1,53,-0.3216,41,-0.6938,85,0.46100,57,-0.1977,71,0.15332,75,0.24851,48,-0.4504,71,0.15020,78,0.32382
ENSG00000175756,AURKAIP1,109,-0.4476,109,-0.4429,149,0.04729,170,0.26527,96,-0.6449,188,0.43430,151,0.06558,204,0.56740,125,-0.2294
ENSG00000221978,CCNL2,114,0.86874,30,-1.2728,61,-0.1646,144,1.29611,40,-0.8324,73,0.12731,39,-0.8641,63,-0.1273,47,-0.5811
ENSG00000242485,MRPL20,216,0.21748,133,-0.5559,177,-0.1056,253,0.48637,155,-0.3183,219,0.24097,253,0.48600,113,-0.8072,180,-0.0738
ENSG00000179403,VWA1,106,2.21815,20,-0.7143,39,0.35055,37,0.22110,9,-1.9267,27,-0.2820,18,-0.8605,16,-1.0749,14,-1.2074
ENSG00000205090,TMEM240,17,-1.0976,35,-0.0300,42,0.26008,47,0.47398,59,0.84598,32,-0.1606,16,-1.2021,37,0.07867,34,-0.0850
ENSG00000160075,SSU72,137,-0.2874,133,-0.3407,237,0.61153,270,0.83534,104,-0.7197,115,-0.5632,255,0.73479,65,-1.4271,162,-0.0254
ENSG00000228594,FNDC10,1,-4.5336,30,-0.1713,16,-1.0646,55,0.86184,42,0.39082,26,-0.3748,80,1.54784,22,-0.5964,24,-0.5144
ENSG00000272106,ENSG00000272106,40,0.25555,25,-0.4911,76,1.38890,18,-0.9542,36,0.10231,28,-0.2878,24,-0.5543,43,0.37868,15,-1.1934
ENSG00000197530,MIB2,52,0.77179,33,-0.0136,21,-0.7294,49,0.66315,44,0.49010,27,-0.2919,24,-0.5047,23,-0.5255,22,-0.6091
ENSG00000189339,SLC35E2B,76,-0.4172,60,-0.7971,133,0.48831,130,0.44480,104,0.07053,111,0.17576,92,-0.1224,93,-0.1110,95,-0.0729
ENSG00000078369,GNB1,323,-0.4201,357,-0.2582,349,-0.2957,543,0.42344,456,0.13335,469,0.17980,384,-0.1438,466,0.17144,432,0.04603
ENSG00000187730,GABRD,7,-4.5649,106,-0.6370,371,1.49273,123,-0.4051,239,0.69120,111,-0.5622,106,-0.6318,136,-0.2405,225,0.58127
ENSG00000067606,PRKCZ,48,-2.1432,161,-0.3012,268,0.53434,211,0.13512,214,0.15722,217,0.17749,221,0.21435,173,-0.1824,235,0.31187
ENSG00000162585,FAAP20,88,0.87421,31,-0.8274,40,-0.4298,88,0.86351,40,-0.4325,60,0.22531,72,0.53029,30,-0.8882,23,-1.2746
ENSG00000157933,SKI,97,1.21700,38,-0.3768,56,0.24931,50,0.07497,40,-0.2821,52,0.12963,33,-0.5721,36,-0.4279,28,-0.8407
ENSG00000157916,RER1,82,0.03669,43,-0.9566,113,0.57297,117,0.62959,70,-0.2069,135,0.87807,49,-0.7596,47,-0.8213,63,-0.3798
ENSG00000197921,HES5,10,-2.1731,38,-0.1475,79,1.08731,15,-1.5852,17,-1.3544,89,1.30694,32,-0.4292,39,-0.1249,57,0.51065
ENSG00000157870,PRXL2B,73,0.30281,53,-0.2349,58,-0.0794,112,1.02674,78,0.39882,53,-0.2364,34,-0.9044,59,-0.0490,29,-1.1359
ENSG00000158109,TPRG1L,112,-1.1059,137,-0.7888,183,-0.3468,415,1.02928,239,0.08748,249,0.15121,168,-0.4753,193,-0.2568,344,0.69753
ENSG00000130764,LRRC47,93,-0.0471,62,-0.6784,103,0.11461,138,0.60934,79,-0.2946,132,0.53981,103,0.11859,85,-0.1965,65,-0.6005
ENSG00000196581,AJAP1,2,-4.2785,50,0.06654,87,1.00508,32,-0.6256,85,0.95916,33,-0.5981,38,-0.3684,52,0.11768,53,0.16407
ENSG00000069424,KCNAB2,26,-3.0796,117,-0.8556,102,-1.0727,263,0.43177,354,0.94549,182,-0.1665,173,-0.2545,378,1.06651,226,0.17776
ENSG00000116254,CHD5,25,-2.6859,49,-1.6689,8,-4.2605,175,0.29894,224,0.71867,178,0.33112,318,1.35501,191,0.44502,143,-0.0287
ENSG00000116251,RPL22,584,0.79361,340,-0.1118,189,-1.0260,275,-0.4466,265,-0.5075,467,0.41059,346,-0.0837,393,0.12306,419,0.22864
ENSG00000116237,ICMT,69,0.73018,49,0.15989,81,1.01606,59,0.46259,38,-0.2640,52,0.24498,23,-1.0502,14,-1.7431,16,-1.5563
ENSG00000097021,ACOT7,47,-3.0397,246,-0.5701,390,0.16776,497,0.57071,599,0.89573,412,0.25747,349,-0.0164,183,-1.0229,447,0.39351
ENSG00000162408,NOL9,51,0.39115,34,-0.2342,25,-0.7153,37,-0.1044,23,-0.8435,55,0.52835,30,-0.4513,41,0.03465,62,0.74344
ENSG00000162413,KLHL21,95,1.45782,33,-0.3252,33,-0.3553,93,1.41929,39,-0.0650,8,-2.3452,19,-1.1799,18,-1.2547,30,-0.4982
ENSG00000007923,DNAJC11,37,-0.1655,34,-0.2965,50,0.32363,44,0.13288,36,-0.1916,50,0.32223,21,-0.9845,45,0.16491,50,0.32514
ENSG00000171735,CAMTA1,153,-0.0628,187,0.26927,127,-0.3584,142,-0.1837,164,0.04889,191,0.30187,176,0.16877,189,0.28280,101,-0.7100
ENSG00000049246,PER3,54,0.68169,31,-0.2205,100,1.84582,25,-0.5796,47,0.46138,23,-0.6845,17,-1.1002,8,-2.3061,16,-1.2434
ENSG00000116288,PARK7,422,0.31210,288,-0.3049,313,-0.1718,358,0.04275,344,-0.0227,410,0.26602,330,-0.0900,358,0.04386,315,-0.1644
ENSG00000162426,SLC45A1,9,-2.2436,27,-0.5572,33,-0.2850,69,0.96903,55,0.57270,46,0.26678,50,0.39399,35,-0.1653,27,-0.5735
ENSG00000142599,RERE,129,0.25546,68,-0.7630,112,0.01887,197,0.97901,104,-0.0943,121,0.14699,92,-0.2922,84,-0.4268,87,-0.3848
ENSG00000074800,ENO1,785,-0.2434,618,-0.6198,1282,0.56318,1417,0.73565,838,-0.1386,761,-0.2926,703,-0.4178,741,-0.3352,1076,0.26778
ENSG00000171603,CLSTN1,645,-0.2560,344,-1.2282,598,-0.3749,1279,0.88786,973,0.41655,658,-0.2242,644,-0.2569,952,0.37931,712,-0.0973
ENSG00000178585,CTNNBIP1,58,0.40946,21,-1.1970,11,-2.1205,79,0.94157,48,0.09670,66,0.63073,39,-0.2368,56,0.37424,28,-0.7545
ENSG00000162441,LZIC,125,2.35692,29,-0.3082,25,-0.5634,35,-0.0273,20,-0.9088,51,0.60930,16,-1.2313,7,-2.4236,11,-1.7936
ENSG00000130939,UBE4B,46,-0.0544,40,-0.2912,23,-1.1085,97,1.20879,39,-0.3347,27,-0.8737,61,0.39921,65,0.51381,32,-0.6469
ENSG00000054523,KIF1B,366,-0.0626,350,-0.1338,355,-0.1112,481,0.38921,367,-0.0565,346,-0.1518,419,0.16113,355,-0.1121,382,0.00874
ENSG00000142657,PGD,22,-1.5441,53,-0.2115,41,-0.6349,78,0.40670,110,0.99409,38,-0.7434,102,0.86401,50,-0.2996,54,-0.1948
ENSG00000241563,CORT,50,-1.7965,25,-2.8068,134,-0.2979,185,0.22134,32,-2.4354,26,-2.7415,971,4.00017,17,-3.3234,12,-3.9054
