Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000188976,NOC2L,3,-4.2771,103,0.74237,30,-1.2713,93,0.97684,58,-0.2249
ENSG00000187608,ISG15,3,-4.0086,103,1.06512,41,-0.4906,65,0.45889,48,-0.2340
ENSG00000078808,SDF4,101,0.28399,103,0.31978,37,-1.3884,89,0.12912,106,0.41668
ENSG00000131584,ACAP3,77,0.05094,103,0.51534,32,-1.4280,77,0.05132,100,0.53676
ENSG00000127054,INTS11,138,0.88933,103,0.39739,30,-1.6439,100,0.56561,53,-0.7306
ENSG00000107404,DVL1,3,-3.9953,103,1.08197,29,-1.0546,57,0.12179,74,0.60006
ENSG00000175756,AURKAIP1,3,-6.0157,1052,3.05305,143,-0.7284,150,-0.8154,123,-0.9771
ENSG00000221978,CCNL2,3,-4.2804,103,0.73782,56,-0.2834,73,0.28005,72,0.17588
ENSG00000242485,MRPL20,3,-5.6485,103,-0.7788,185,0.15527,219,0.67771,172,0.02801
ENSG00000160075,SSU72,49,-1.6103,103,-0.4880,149,0.11331,176,0.58790,125,-0.2062
ENSG00000189339,SLC35E2B,3,-4.6280,103,0.33731,40,-1.2420,120,1.00688,85,0.03794
ENSG00000078369,GNB1,263,-0.5911,110,-1.8977,324,-0.2938,499,0.71094,404,0.09846
ENSG00000187730,GABRD,3,-5.0096,103,-0.0892,26,-2.2701,162,1.13203,141,0.48378
ENSG00000067606,PRKCZ,428,1.36488,103,-0.9677,65,-1.7752,240,0.59023,148,-0.4492
ENSG00000162585,FAAP20,173,1.42002,103,0.51352,64,-0.2701,51,-0.8375,71,-0.0871
ENSG00000157916,RER1,253,1.55761,103,0.00871,86,-0.3079,97,-0.1296,54,-1.0711
ENSG00000157870,PRXL2B,3,-4.0969,103,0.95826,27,-1.2339,92,1.38408,24,-1.4305
ENSG00000158109,TPRG1L,3,-5.8177,103,-0.9579,134,-0.6089,316,1.56079,133,-0.6169
ENSG00000130764,LRRC47,3,-4.5726,103,0.40019,36,-1.3290,114,0.96810,85,0.09691
ENSG00000069424,KCNAB2,70,-1.1489,103,-0.5645,17,-3.3366,243,1.52108,149,0.01350
ENSG00000116254,CHD5,3,-5.0828,103,-0.1690,32,-2.0536,207,1.97137,72,-0.7852
ENSG00000116251,RPL22,231,-1.0932,103,-2.2968,1114,1.86373,303,-0.9284,450,-0.0679
ENSG00000097021,ACOT7,125,-1.6628,996,1.72367,90,-2.2918,491,0.75697,221,-0.8840
ENSG00000171735,CAMTA1,47,-2.0870,103,-0.9287,159,-0.2916,198,0.13576,306,0.95859
ENSG00000116288,PARK7,328,-0.0727,103,-1.8417,414,0.34398,400,0.38624,288,-0.3093
ENSG00000142599,RERE,3,-4.8131,103,0.12906,71,-0.4998,121,0.64519,108,0.23260
ENSG00000074800,ENO1,240,-1.7151,103,-2.9584,815,0.19335,998,0.84040,685,-0.1228
ENSG00000171603,CLSTN1,127,-2.2911,103,-2.6037,314,-1.0263,1041,1.96700,368,-0.7705
ENSG00000130939,UBE4B,3,-4.1492,103,0.89519,38,-0.7584,83,0.88742,42,-0.6005
ENSG00000054523,KIF1B,813,1.08265,103,-2.1620,410,-0.0691,454,0.15586,355,-0.3221
ENSG00000142657,PGD,3,-4.4211,103,0.57475,46,-0.7581,97,0.80327,67,-0.1267
ENSG00000241563,CORT,3,-5.2525,103,-0.3538,5,-4.9680,124,-0.0840,338,2.13324
