source,type,gene_id,gene_version,gene_name,gene_type,gene_search,sigma.sq,tau.sq,phi,loglik,runtime,mean,var,spcov,prop_sv,loglik_lm,LR_stat,rank,pval,padj
HAVANA,gene,ENSG00000175756,14,AURKAIP1,protein_coding,AURKAIP1; ENSG00000175756,0.006727528729328257,0.18638337577169473,8.69691070103589,-2729.0747065765427,1.5579999999999998,0.17685658041851407,0.19314889444728178,0.4637741701548632,0.03483764289081158,-2742.354030545992,26.558647938898503,1623,1.709475483280265e-6,2.507862677566427e-6
HAVANA,gene,ENSG00000242485,6,MRPL20,protein_coding,MRPL20; ENSG00000242485,0.01064982665756009,0.251788250500583,22.125778212459945,-3437.716233428021,2.5419999999999945,0.22633919264789698,0.26257522162564095,0.45594400220825976,0.04058034098132258,-3448.0152168830973,20.597966910152536,1774,3.366730212139846e-5,4.5187061077254636e-5
HAVANA,gene,ENSG00000160075,12,SSU72,protein_coding,SSU72; ENSG00000160075,0.01195390933669342,0.2099884408809448,27.160159574163675,-3049.0063650403217,2.5459999999999923,0.19789866447252286,0.22198501957405573,0.5524743447080761,0.053860425128288196,-3062.117363762811,26.221997444978115,1632,2.0228589558968224e-6,2.9512421409254498e-6
HAVANA,gene,ENSG00000189339,12,SLC35E2B,protein_coding,SLC35E2B; ENSG00000189339,0.0052113839018715115,0.13007830761288486,10.102607363955444,-1909.7171298331068,1.543999999999997,0.11617133868090831,0.13532946013041702,0.6214090009925881,0.0385201846757341,-1924.8425654386217,30.25087121102979,1547,2.6984028078658184e-7,4.1531332162433836e-7
HAVANA,gene,ENSG00000078369,19,GNB1,protein_coding,GNB1; ENSG00000078369,0.0379456626993233,0.4958320277936755,0.7683837791812114,-5009.912331078258,0.9470000000000027,0.48992678168777926,0.5329227027160783,0.39760321762947415,0.07108888845518545,-5074.628758708573,129.43285526062937,675,0,0
HAVANA,gene,ENSG00000187730,9,GABRD,protein_coding,GABRD; ENSG00000187730,0.020348800120624816,0.11436170971421854,2.9258440014243443,-1710.0020048372944,1.5409999999999968,0.1619746598151491,0.1339997681659545,0.8806885021560732,0.1510557724528894,-1902.1516976077296,384.2993855408704,213,0,0
HAVANA,gene,ENSG00000067606,17,PRKCZ,protein_coding,PRKCZ; ENSG00000067606,0.01288784586086278,0.23678030097836006,0.2283309218683825,-3291.1000391830985,1.5429999999999922,0.23566662567330857,0.24944841216297484,0.4817171220940939,0.05161990435713084,-3330.161205397107,78.12233242801722,951,0,0
HAVANA,gene,ENSG00000158109,15,TPRG1L,protein_coding,TPRG1L; ENSG00000158109,0.014531301087042217,0.26194769072759416,8.117307246368564e-5,-3523.6273409170053,1.538000000000011,0.2520440766233158,0.2766860907324286,0.4782728799913975,0.05255842764641097,-3568.306365257324,89.3580486806377,872,0,0
HAVANA,gene,ENSG00000130764,10,LRRC47,protein_coding,LRRC47; ENSG00000130764,0.007297371278628127,0.12209397829509241,50.35087675527762,-1816.2834248842455,2.8729999999999905,0.11465439425497988,0.12942768708588942,0.7450621774670957,0.056397674981127396,-1822.3749143337484,12.182978899005775,2026,0.002262037214244561,0.002658396153561846
HAVANA,gene,ENSG00000069424,16,KCNAB2,protein_coding,KCNAB2; ENSG00000069424,0.026470429063959522,0.22239474910465593,16.171668116074443,-3257.12807632128,2.416000000000011,0.23371734030854588,0.2491452828213551,0.6961287253486224,0.10636453544346336,-3327.366981082339,140.47780952211815,622,0,0
HAVANA,gene,ENSG00000116254,18,CHD5,protein_coding,CHD5; ENSG00000116254,0.02117770113006837,0.17841142961447867,26.65906908094639,-2772.7988300474344,2.5999999999999943,0.1750193132266018,0.19978293177955633,0.831483110763475,0.10610648511302745,-2819.957653116983,94.31764613909672,843,0,0
HAVANA,gene,ENSG00000116251,11,RPL22,protein_coding,RPL22; ENSG00000116251,0.020612560196714053,0.5226938699965943,6.622662057378978,-5102.229921044179,1.543999999999997,0.4630852341217944,0.5436145778433588,0.31003093861829795,0.03793910591004805,-5120.276480133351,36.0931181783435,1437,1.453713993626593e-8,2.4086938196415574e-8
HAVANA,gene,ENSG00000097021,21,ACOT7,protein_coding,ACOT7; ENSG00000097021,0.03838728112999038,0.40667638151030644,5.877559375106789,-4587.188726495668,1.5370000000000061,0.3982364348951043,0.44539782706139097,0.4919859327554749,0.08625121382020175,-4662.347992585891,150.3185321804467,588,0,0
