Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
ENSG00000188976,NOC2L,3,-4.2771,72,4.27715
ENSG00000187608,ISG15,3,-4.0086,60,4.00861
ENSG00000078808,SDF4,101,0.28399,83,-0.2839
ENSG00000131584,ACAP3,77,0.05094,75,-0.0509
ENSG00000127054,INTS11,138,0.88933,74,-0.8893
ENSG00000107404,DVL1,3,-3.9953,59,3.99535
ENSG00000175756,AURKAIP1,3,-6.0157,243,6.01576
ENSG00000221978,CCNL2,3,-4.2804,73,4.28048
ENSG00000242485,MRPL20,3,-5.6485,188,5.64857
ENSG00000160075,SSU72,49,-1.6103,151,1.61035
ENSG00000189339,SLC35E2B,3,-4.6280,92,4.62805
ENSG00000078369,GNB1,263,-0.5911,396,0.59112
ENSG00000187730,GABRD,3,-5.0096,121,5.00963
ENSG00000067606,PRKCZ,428,1.36488,166,-1.3648
ENSG00000162585,FAAP20,173,1.42002,64,-1.4200
ENSG00000157916,RER1,253,1.55761,86,-1.5576
ENSG00000157870,PRXL2B,3,-4.0969,64,4.09697
ENSG00000158109,TPRG1L,3,-5.8177,211,5.81777
ENSG00000130764,LRRC47,3,-4.5726,89,4.57262
ENSG00000069424,KCNAB2,70,-1.1489,156,1.14899
ENSG00000116254,CHD5,3,-5.0828,127,5.08289
ENSG00000116251,RPL22,231,-1.0932,493,1.09328
ENSG00000097021,ACOT7,125,-1.6628,398,1.66283
ENSG00000171735,CAMTA1,47,-2.0870,203,2.08705
ENSG00000116288,PARK7,328,-0.0727,345,0.07272
ENSG00000142599,RERE,3,-4.8131,105,4.81318
ENSG00000074800,ENO1,240,-1.7151,788,1.71518
ENSG00000171603,CLSTN1,127,-2.2911,625,2.29117
ENSG00000130939,UBE4B,3,-4.1492,66,4.14920
ENSG00000054523,KIF1B,813,1.08265,384,-1.0826
ENSG00000142657,PGD,3,-4.4211,80,4.42114
ENSG00000241563,CORT,3,-5.2525,143,5.25251
ENSG00000120948,TARDBP,188,0.76741,110,-0.7674
ENSG00000116649,SRM,3,-4.8763,110,4.87635
ENSG00000198793,MTOR,3,-3.8897,55,3.88972
ENSG00000116661,FBXO2,4,-5.9084,258,5.90842
ENSG00000132879,FBXO44,3,-5.1352,132,5.13522
ENSG00000011021,CLCN6,3,-4.4625,82,4.46254
